AALST|AALST|0|0
AALST|AALTER|52490|2522
AALST|AARSCHOT|73336|3003
AALST|AARTSELAAR|54123|2389
AALST|AFFLIGEM|7020|796
AALST|ALKEN|116998|4347
AALST|ALVERINGEM|119308|4315
AALST|ANTWERPEN|63963|3145
AALST|ANZEGEM|59296|2491
AALST|ARDOOIE|90584|3354
AALST|ARENDONK|117133|4816
AALST|AS|127458|4636
AALST|ASSE|18218|1232
AALST|ASSENEDE|60519|2868
AALST|AVELGEM|68490|3093
AALST|BAARLE-HERTOG|121505|5363
AALST|BALEN|120562|5092
AALST|BEERNEM|62400|2553
AALST|BEERSE|100585|4185
AALST|BEERSEL|35795|1627
AALST|BEGIJNENDIJK|79181|3269
AALST|BEKKEVOORT|84039|3151
AALST|BERINGEN|103642|3879
AALST|BERLAAR|71001|3394
AALST|BERLARE|12096|1268
AALST|BERTEM|51218|2200
AALST|BEVER|31044|2325
AALST|BEVEREN|73307|3130
AALST|BIERBEEK|61767|2634
AALST|BILZEN|127598|4639
AALST|BLANKENBERGE|87956|3713
AALST|BOCHOLT|142538|5561
AALST|BOECHOUT|72072|3361
AALST|BONHEIDEN|53708|2631
AALST|BOOM|49153|2138
AALST|BOORTMEERBEEK|52769|2507
AALST|BORGLOON|118335|4608
AALST|BORNEM|52801|2412
AALST|BORSBEEK|73948|3228
AALST|BOUTERSEM|67167|2637
AALST|BRAKEL|31176|2209
AALST|BRASSCHAAT|76332|3432
AALST|BRECHT|91391|3789
AALST|BREDENE|88327|3433
AALST|BREE|139797|5515
AALST|BRUGGE|79010|3363
AALST|BUGGENHOUT|19490|1821
AALST|DAMME|79348|3691
AALST|DE HAAN|88770|3718
AALST|DE PANNE|119384|4467
AALST|DE PINTE|36049|1701
AALST|DEERLIJK|61834|2474
AALST|DEINZE|45677|2177
AALST|DENDERLEEUW|8305|882
AALST|DENDERMONDE|14427|1521
AALST|DENTERGEM|56427|2523
AALST|DESSEL|119647|5036
AALST|DESTELBERGEN|36529|1671
AALST|DIEPENBEEK|120997|4394
AALST|DIEST|88177|3475
AALST|DIKSMUIDE|107028|3994
AALST|DILBEEK|25201|1332
AALST|DILSEN-STOKKEM|136204|4934
AALST|DROGENBOS|32441|1568
AALST|DUFFEL|60578|2648
AALST|EDEGEM|66273|2673
AALST|EEKLO|54660|2695
AALST|ERPE-MERE|8086|942
AALST|ESSEN|100780|4734
AALST|EVERGEM|44947|2090
AALST|GALMAARDEN|27670|2033
AALST|GAVERE|41410|1985
AALST|GEEL|106307|4662
AALST|GEETBETS|98869|3903
AALST|GENK|123228|4459
AALST|GENT|34593|1862
AALST|GERAARDSBERGEN|28412|2038
AALST|GINGELOM|93833|3479
AALST|GISTEL|91061|3392
AALST|GLABBEEK|77679|3434
AALST|GOOIK|24911|1696
AALST|GRIMBERGEN|31600|1548
AALST|GROBBENDONK|90934|3897
AALST|HAACHT|53344|2836
AALST|HAALTERT|6082|710
AALST|HALEN|92023|3453
AALST|HALLE|44978|2070
AALST|HAM|110780|4383
AALST|HAMME|22862|2109
AALST|HAMONT-ACHEL|147591|5992
AALST|HARELBEKE|66007|2757
AALST|HASSELT|113497|4205
AALST|HECHTEL-EKSEL|122557|4714
AALST|HEERS|112212|4075
AALST|HEIST-OP-DEN-BERG|74080|3603
AALST|HEMIKSEM|57138|2741
AALST|HERENT|58661|2394
AALST|HERENTALS|93073|4076
AALST|HERENTHOUT|78756|3921
AALST|HERK-DE-STAD|96659|3817
AALST|HERNE|25727|1822
AALST|HERSELT|83347|3532
AALST|HERSTAPPE|115650|4156
